"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","feature"
"1","Aldoc","-1.247854e+01"," 3.6596518281","-4.329379e+01"," 0.000000e+00"," 0.000000e+00"," 7.371664e+02","Aldoc"
"2","Clu","-1.225572e+01"," 4.1697082649","-4.358078e+01"," 0.000000e+00"," 0.000000e+00"," 7.450549e+02","Clu"
"3","Slc1a2","-1.203371e+01"," 3.4337764347","-4.645418e+01"," 0.000000e+00"," 0.000000e+00"," 8.260481e+02","Slc1a2"
"4","Ly6c1"," 1.172979e+01"," 2.6222235820"," 7.037145e+01"," 0.000000e+00"," 0.000000e+00"," 1.517877e+03","Ly6c1"
"5","Cldn5"," 1.166609e+01"," 2.4243412215"," 7.393546e+01"," 0.000000e+00"," 0.000000e+00"," 1.619378e+03","Cldn5"
"6","Itm2a"," 1.132808e+01"," 2.6756465023"," 6.217010e+01"," 0.000000e+00"," 0.000000e+00"," 1.281364e+03","Itm2a"
"7","Ly6a"," 1.073691e+01"," 2.5374530322"," 6.406788e+01"," 0.000000e+00"," 0.000000e+00"," 1.336415e+03","Ly6a"
"8","Slc1a3","-1.073233e+01"," 2.9366827995","-4.603954e+01"," 0.000000e+00"," 0.000000e+00"," 8.144118e+02","Slc1a3"
"9","Ndrg2","-1.068968e+01"," 4.7663388868","-4.206259e+01","7.557295e-312","2.566523e-309"," 7.031308e+02","Ndrg2"
"10","Pltp"," 1.060384e+01"," 2.8105704908"," 5.582996e+01"," 0.000000e+00"," 0.000000e+00"," 1.096630e+03","Pltp"
"11","Gpr37l1","-1.057320e+01"," 2.2827350558","-4.322712e+01"," 0.000000e+00"," 0.000000e+00"," 7.354897e+02","Gpr37l1"
"12","Tspan7","-1.048387e+01"," 5.5138840626","-5.172946e+01"," 0.000000e+00"," 0.000000e+00"," 9.772630e+02","Tspan7"
"13","Atp1a2","-1.000870e+01"," 3.0285931358","-3.942297e+01","2.027962e-280","5.109811e-278"," 6.310223e+02","Atp1a2"
"14","Flt1"," 1.000746e+01"," 2.0145654961"," 6.894407e+01"," 0.000000e+00"," 0.000000e+00"," 1.477335e+03","Flt1"
"15","Ntsr2","-9.995536e+00"," 1.6806860319","-4.122793e+01","7.781916e-302","2.368229e-299"," 6.802781e+02","Ntsr2"
"16","Ppap2b","-9.959715e+00"," 4.4416752955","-4.251470e+01","2.680759e-317","9.375853e-315"," 7.156215e+02","Ppap2b"
"17","Pla2g7","-9.823246e+00"," 1.7900267517","-4.093014e+01","2.800990e-298","8.308305e-296"," 6.721164e+02","Pla2g7"
"18","Ckb","-9.749196e+00"," 9.3666866485","-5.742274e+01"," 0.000000e+00"," 0.000000e+00"," 1.141731e+03","Ckb"
"19","Esam"," 9.631721e+00"," 2.3695442420"," 6.438594e+01"," 0.000000e+00"," 0.000000e+00"," 1.345891e+03","Esam"
"20","Gpm6a","-9.534336e+00"," 2.8154917266","-4.172012e+01","9.876370e-308","3.214347e-305"," 6.938124e+02","Gpm6a"
"21","Bcan","-9.513718e+00"," 2.0910815104","-4.288121e+01","9.881313e-322","3.617944e-319"," 7.259549e+02","Bcan"
"22","Mmd2","-9.452327e+00"," 2.3367149401","-3.916648e+01","2.099205e-277","5.071204e-275"," 6.242492e+02","Mmd2"
"23","Ntrk2","-9.440293e+00"," 2.4162766990","-4.053953e+01","1.255430e-293","3.544398e-291"," 6.614677e+02","Ntrk2"
"24","Igfbp7"," 9.430922e+00"," 2.7676309904"," 5.824600e+01"," 0.000000e+00"," 0.000000e+00"," 1.167352e+03","Igfbp7"
"25","Acsbg1","-9.417463e+00"," 1.4018419372","-3.988721e+01","6.784446e-286","1.827355e-283"," 6.437363e+02","Acsbg1"
"26","Gpm6b","-9.376587e+00"," 7.5643878182","-5.720876e+01"," 0.000000e+00"," 0.000000e+00"," 1.136313e+03","Gpm6b"
"27","Ttyh1","-9.329125e+00"," 3.8435744285","-4.251932e+01","2.357724e-317","8.370991e-315"," 7.159118e+02","Ttyh1"
"28","Scg3","-9.218724e+00"," 2.8526189629","-4.176677e+01","2.719330e-308","8.974937e-306"," 6.951366e+02","Scg3"
"29","Slc9a3r2"," 9.196808e+00"," 3.4398744675"," 4.423240e+01"," 0.000000e+00"," 0.000000e+00"," 7.640349e+02","Slc9a3r2"
"30","Mt3","-9.154748e+00"," 2.8440668647","-4.289561e+01","6.719293e-322","2.499280e-319"," 7.263643e+02","Mt3"
"31","Hspb1"," 9.132244e+00"," 2.4862515109"," 6.056669e+01"," 0.000000e+00"," 0.000000e+00"," 1.234967e+03","Hspb1"
"32","Cpe","-9.116630e+00"," 5.9725815069","-3.235180e+01","1.714069e-200","2.269254e-198"," 4.475003e+02","Cpe"
"33","Ly6e"," 9.098638e+00"," 2.6664913548"," 5.298437e+01"," 0.000000e+00"," 0.000000e+00"," 1.014360e+03","Ly6e"
"34","Mlc1","-9.049037e+00"," 1.2071483302","-3.903057e+01","8.253958e-276","1.953687e-273"," 6.206147e+02","Mlc1"
"35","Cspg5","-9.041859e+00"," 2.3641316512","-3.974998e+01","2.834845e-284","7.380991e-282"," 6.400309e+02","Cspg5"
"36","Pglyrp1"," 8.973647e+00"," 1.8217488219"," 6.102286e+01"," 0.000000e+00"," 0.000000e+00"," 1.248308e+03","Pglyrp1"
"37","Atp1b2","-8.942720e+00"," 2.6355137690","-3.997927e+01","5.533248e-287","1.525419e-284"," 6.462205e+02","Atp1b2"
"38","Ldhb","-8.825043e+00"," 4.4322790900","-3.561411e+01","1.772872e-236","3.032388e-234"," 5.302712e+02","Ldhb"
"39","Cdkn1a"," 8.640166e+00"," 2.9701973267"," 4.313441e+01"," 0.000000e+00"," 0.000000e+00"," 7.333339e+02","Cdkn1a"
"40","Cxcl12"," 8.537783e+00"," 1.9920000335"," 4.840727e+01"," 0.000000e+00"," 0.000000e+00"," 8.824986e+02","Cxcl12"
"41","Slco1a4"," 8.485390e+00"," 1.5966877647"," 6.172258e+01"," 0.000000e+00"," 0.000000e+00"," 1.268728e+03","Slco1a4"
"42","Wfdc1"," 8.483433e+00"," 2.0428410122"," 5.492199e+01"," 0.000000e+00"," 0.000000e+00"," 1.070656e+03","Wfdc1"
"43","Apold1"," 8.478375e+00"," 2.0805199397"," 5.287454e+01"," 0.000000e+00"," 0.000000e+00"," 1.011323e+03","Apold1"
"44","Slc6a1","-8.463878e+00"," 4.0750878105","-4.540061e+01"," 0.000000e+00"," 0.000000e+00"," 7.965895e+02","Slc6a1"
"45","Eng"," 8.454581e+00"," 1.8776681541"," 5.621379e+01"," 0.000000e+00"," 0.000000e+00"," 1.108331e+03","Eng"
"46","Klf2"," 8.435396e+00"," 2.0114337881"," 5.480561e+01"," 0.000000e+00"," 0.000000e+00"," 1.067355e+03","Klf2"
"47","Ptprz1","-8.420686e+00"," 1.8809484599","-3.982127e+01","4.080953e-285","1.074483e-282"," 6.420061e+02","Ptprz1"
"48","Pcp4l1"," 8.358826e+00"," 2.5958535119"," 4.657147e+01"," 0.000000e+00"," 0.000000e+00"," 8.301194e+02","Pcp4l1"
"49","Vwa1"," 8.319959e+00"," 2.9022642574"," 3.593319e+01","4.376693e-240","7.653660e-238"," 5.387195e+02","Vwa1"
"50","Cd34"," 8.270799e+00"," 1.8484174309"," 5.154196e+01"," 0.000000e+00"," 0.000000e+00"," 9.727260e+02","Cd34"
"51","Luzp2","-8.257726e+00"," 2.2245502394","-3.779391e+01","2.118595e-261","4.432592e-259"," 5.875831e+02","Luzp2"
"52","Egfl7"," 8.206115e+00"," 1.6551250891"," 5.514627e+01"," 0.000000e+00"," 0.000000e+00"," 1.077315e+03","Egfl7"
"53","Slc6a6"," 8.201329e+00"," 4.2313094005"," 4.334873e+01"," 0.000000e+00"," 0.000000e+00"," 7.393718e+02","Slc6a6"
"54","9430020K01Rik"," 8.176256e+00"," 2.3104677448"," 4.386043e+01"," 0.000000e+00"," 0.000000e+00"," 7.537038e+02","9430020K01Rik"
"55","Cldn10","-8.144874e+00"," 1.0425589840","-3.992714e+01","2.288230e-286","6.234895e-284"," 6.448949e+02","Cldn10"
"56","Acsl6","-8.117493e+00"," 1.4198130126","-3.640047e+01","2.148590e-245","3.964402e-243"," 5.508338e+02","Acsl6"
"57","Gstm5","-8.107627e+00"," 5.4386001016","-3.956649e+01","4.138455e-282","1.054092e-279"," 6.349536e+02","Gstm5"
"58","Ptprb"," 8.049780e+00"," 1.5980763048"," 5.445271e+01"," 0.000000e+00"," 0.000000e+00"," 1.057163e+03","Ptprb"
"59","Slc4a4","-7.994131e+00"," 1.2029008993","-3.790761e+01","1.020688e-262","2.174344e-260"," 5.906237e+02","Slc4a4"
"60","Dusp1"," 7.990913e+00"," 4.8183804824"," 3.244995e+01","1.503219e-201","2.024422e-199"," 4.501830e+02","Dusp1"
"61","Lsr"," 7.988867e+00"," 1.6712174778"," 5.383766e+01"," 0.000000e+00"," 0.000000e+00"," 1.039286e+03","Lsr"
"62","Tspan13"," 7.962667e+00"," 2.9408061480"," 4.345596e+01"," 0.000000e+00"," 0.000000e+00"," 7.423016e+02","Tspan13"
"63","Eltd1"," 7.831227e+00"," 1.4953867737"," 5.647942e+01"," 0.000000e+00"," 0.000000e+00"," 1.116134e+03","Eltd1"
"64","Abcg2"," 7.816046e+00"," 1.9270285528"," 4.448183e+01"," 0.000000e+00"," 0.000000e+00"," 7.711515e+02","Abcg2"
"65","H2-D1"," 7.793800e+00"," 4.7972278866"," 3.453599e+01","2.124380e-224","3.386436e-222"," 5.026101e+02","H2-D1"
"66","Acvrl1"," 7.774816e+00"," 1.5876868507"," 4.970432e+01"," 0.000000e+00"," 0.000000e+00"," 9.197897e+02","Acvrl1"
"67","Aqp4","-7.764754e+00"," 0.8848557434","-3.888958e+01","3.703131e-274","8.507399e-272"," 6.168936e+02","Aqp4"
"68","Gpr116"," 7.761729e+00"," 1.4806423743"," 5.586308e+01"," 0.000000e+00"," 0.000000e+00"," 1.098197e+03","Gpr116"
"69","Ncam1","-7.635547e+00"," 6.2869124571","-4.871947e+01"," 0.000000e+00"," 0.000000e+00"," 8.910444e+02","Ncam1"
"70","Prdx6","-7.631254e+00"," 5.1608475444","-2.888201e+01","2.785493e-164","2.642610e-162"," 3.645385e+02","Prdx6"
"71","Fxyd5"," 7.628130e+00"," 1.7724584975"," 4.822877e+01"," 0.000000e+00"," 0.000000e+00"," 8.774526e+02","Fxyd5"
"72","Emcn"," 7.617721e+00"," 1.4453325333"," 5.258478e+01"," 0.000000e+00"," 0.000000e+00"," 1.002990e+03","Emcn"
"73","Spock2"," 7.608201e+00"," 2.3778696460"," 4.381505e+01"," 0.000000e+00"," 0.000000e+00"," 7.523995e+02","Spock2"
"74","Srgn"," 7.559658e+00"," 1.5673185453"," 4.829816e+01"," 0.000000e+00"," 0.000000e+00"," 8.794451e+02","Srgn"
"75","Gjb6","-7.554411e+00"," 0.7827304064","-3.896151e+01","5.321906e-275","1.234735e-272"," 6.188405e+02","Gjb6"
"76","F3","-7.546552e+00"," 1.1900615778","-3.802757e+01","4.146246e-264","8.996203e-262"," 5.938249e+02","F3"
"77","Ifitm3"," 7.540129e+00"," 2.3252416494"," 4.518399e+01"," 0.000000e+00"," 0.000000e+00"," 7.907650e+02","Ifitm3"
"78","Sgms1"," 7.498806e+00"," 2.8940270688"," 3.625320e+01","1.020070e-243","1.838716e-241"," 5.471228e+02","Sgms1"
"79","Gja1","-7.492836e+00"," 1.9232383970","-2.907700e+01","2.974005e-166","2.879747e-164"," 3.690894e+02","Gja1"
"80","Tpm4"," 7.448516e+00"," 2.9846070028"," 3.514670e+01","3.210704e-231","5.335916e-229"," 5.184360e+02","Tpm4"
"81","Tsc22d1"," 7.439859e+00"," 4.9532442747"," 3.087151e+01","9.241424e-185","1.016687e-182"," 4.115305e+02","Tsc22d1"
"82","Phgdh","-7.439548e+00"," 5.4455317685","-3.851498e+01","8.840686e-270","1.991960e-267"," 6.068342e+02","Phgdh"
"83","Tmem204"," 7.432667e+00"," 1.7592080974"," 4.737620e+01"," 0.000000e+00"," 0.000000e+00"," 8.530783e+02","Tmem204"
"84","Tinagl1"," 7.382725e+00"," 1.9647355145"," 4.982046e+01"," 0.000000e+00"," 0.000000e+00"," 9.231460e+02","Tinagl1"
"85","Anxa3"," 7.378189e+00"," 1.6863965136"," 4.895832e+01"," 0.000000e+00"," 0.000000e+00"," 8.983793e+02","Anxa3"
"86","Tubb2b","-7.365080e+00"," 1.8022197404","-3.104180e+01","1.501997e-186","1.684034e-184"," 4.157997e+02","Tubb2b"
"87","Serpine2","-7.321796e+00"," 3.1487823854","-2.566588e+01","5.570345e-133","4.041173e-131"," 2.928368e+02","Serpine2"
"88","Car4"," 7.314610e+00"," 1.5081404806"," 4.309311e+01"," 0.000000e+00"," 0.000000e+00"," 7.323132e+02","Car4"
"89","Slc2a1"," 7.300755e+00"," 6.2339438105"," 2.978267e+01","1.872800e-173","1.916390e-171"," 3.855702e+02","Slc2a1"
"90","Arl4a"," 7.251325e+00"," 2.4410551718"," 3.714175e+01","7.062260e-254","1.426637e-251"," 5.705203e+02","Arl4a"
"91","Tagln2"," 7.242680e+00"," 2.6554273555"," 3.798733e+01","1.214935e-263","2.611888e-261"," 5.929314e+02","Tagln2"
"92","Nrxn1","-7.232478e+00"," 2.2074664497","-3.479634e+01","2.669563e-227","4.344158e-225"," 5.093530e+02","Nrxn1"
"93","Jun"," 7.229419e+00"," 5.9925913611"," 3.170435e+01","1.459333e-193","1.799818e-191"," 4.318384e+02","Jun"
"94","Ptrf"," 7.213961e+00"," 2.2859709260"," 4.477255e+01"," 0.000000e+00"," 0.000000e+00"," 7.792519e+02","Ptrf"
"95","Abcb1a"," 7.211049e+00"," 1.3312034628"," 5.509687e+01"," 0.000000e+00"," 0.000000e+00"," 1.075951e+03","Abcb1a"
"96","Sdpr"," 7.210071e+00"," 1.9297350810"," 4.165309e+01","6.294405e-307","2.020504e-304"," 6.924112e+02","Sdpr"
"97","Ncan","-7.206721e+00"," 1.6422176920","-3.703131e+01","1.310608e-252","2.602668e-250"," 5.674581e+02","Ncan"
"98","Abhd3","-7.187321e+00"," 2.3326404963","-3.236791e+01","1.149965e-200","1.531087e-198"," 4.482173e+02","Abhd3"
"99","Fabp5","-7.145534e+00"," 4.7534969501","-4.074587e+01","4.400880e-296","1.257632e-293"," 6.672369e+02","Fabp5"
"100","App"," 7.141096e+00"," 8.7242477372"," 4.390941e+01"," 0.000000e+00"," 0.000000e+00"," 7.547929e+02","App"
"101","Myl12a"," 7.134276e+00"," 4.9061280084"," 3.759891e+01","3.811416e-259","7.834466e-257"," 5.824798e+02","Myl12a"
"102","Cd63","-7.126145e+00"," 5.2603530305","-3.933274e+01","2.336272e-279","5.824027e-277"," 6.287853e+02","Cd63"
"103","Scd2","-7.114100e+00"," 7.1810198676","-3.773860e+01","9.250070e-261","1.918203e-258"," 5.859697e+02","Scd2"
"104","Mfge8","-7.111695e+00"," 4.0891112231","-2.429768e+01","2.055181e-120","1.334046e-118"," 2.639653e+02","Mfge8"
"105","Ctla2a"," 7.103034e+00"," 1.3502809680"," 4.656061e+01"," 0.000000e+00"," 0.000000e+00"," 8.299267e+02","Ctla2a"
"106","Pecam1"," 7.100921e+00"," 1.3324053390"," 5.103491e+01"," 0.000000e+00"," 0.000000e+00"," 9.581866e+02","Pecam1"
"107","Tmem47","-7.088137e+00"," 1.3679893097","-3.167946e+01","2.685542e-193","3.260638e-191"," 4.312924e+02","Tmem47"
"108","Fgfr3","-7.043744e+00"," 1.0719775780","-3.263524e+01","1.502642e-203","2.083515e-201"," 4.548068e+02","Fgfr3"
"109","Id4","-7.022824e+00"," 1.0201687968","-3.353858e+01","2.196922e-213","3.258257e-211"," 4.774143e+02","Id4"
"110","Ramp2"," 6.967817e+00"," 2.1887440606"," 3.931278e+01","4.010968e-279","9.893581e-277"," 6.283789e+02","Ramp2"
"111","Sdc4","-6.962092e+00"," 2.0992400708","-2.963820e+01","5.688713e-172","5.648458e-170"," 3.823117e+02","Sdc4"
"112","Aplp1","-6.938858e+00"," 7.9304021091","-3.451326e+01","3.801706e-224","6.019281e-222"," 5.020501e+02","Aplp1"
"113","Plat"," 6.899343e+00"," 3.1046286022"," 3.127533e+01","5.178577e-189","6.037293e-187"," 4.215360e+02","Plat"
"114","Hepacam","-6.883462e+00"," 4.5042156041","-3.906840e+01","2.971567e-276","7.105381e-274"," 6.217445e+02","Hepacam"
"115","Ier2"," 6.828848e+00"," 2.6188873337"," 3.495059e+01","5.046741e-229","8.328190e-227"," 5.134506e+02","Ier2"
"116","Syt11","-6.817821e+00"," 7.4493789337","-3.785118e+01","4.601183e-262","9.713470e-260"," 5.890794e+02","Syt11"
"117","Ramp1","-6.809745e+00"," 2.1012264774","-3.186308e+01","2.965531e-195","3.716112e-193"," 4.358024e+02","Ramp1"
"118","Nfkbia"," 6.799285e+00"," 5.8109490572"," 2.978894e+01","1.614580e-173","1.659406e-171"," 3.858003e+02","Nfkbia"
"119","Gnao1","-6.790487e+00"," 4.3851013459","-4.133320e+01","4.283980e-303","1.320875e-300"," 6.833579e+02","Gnao1"
"120","Lsamp","-6.761578e+00"," 1.7365254498","-3.168809e+01","2.173722e-193","2.666850e-191"," 4.315289e+02","Lsamp"
"121","Akap2"," 6.759956e+00"," 2.5191721953"," 3.628973e+01","3.917875e-244","7.116865e-242"," 5.481496e+02","Akap2"
"122","Cmtm5","-6.757686e+00"," 5.4321074676","-4.237643e+01","1.250172e-315","4.308129e-313"," 7.121382e+02","Cmtm5"
"123","Slc7a10","-6.743158e+00"," 0.8272183441","-3.625139e+01","1.069739e-243","1.913526e-241"," 5.470200e+02","Slc7a10"
"124","Slc25a18","-6.743046e+00"," 0.8299550075","-3.321770e+01","7.097980e-210","1.026710e-207"," 4.693754e+02","Slc25a18"
"125","Tsc22d4","-6.734052e+00"," 5.3787243791","-4.257962e+01","4.407579e-318","1.588966e-315"," 7.177185e+02","Tsc22d4"
"126","Dclk1","-6.707038e+00"," 1.9707169601","-3.168177e+01","2.537487e-193","3.096924e-191"," 4.313749e+02","Dclk1"
"127","Timp4","-6.693751e+00"," 1.3294413603","-3.149391e+01","2.513325e-191","2.974482e-189"," 4.267965e+02","Timp4"
"128","Htra1","-6.686015e+00"," 4.6997353832","-2.585983e+01","8.444554e-135","6.262065e-133"," 2.969965e+02","Htra1"
"129","Gimap6"," 6.680648e+00"," 1.3636440510"," 4.190963e+01","5.225284e-310","1.749201e-307"," 6.995152e+02","Gimap6"
"130","Enho","-6.677516e+00"," 2.1517116288","-3.060317e+01","5.939863e-182","6.384808e-180"," 4.052778e+02","Enho"
"131","Slc22a8"," 6.664036e+00"," 1.2179228862"," 4.460463e+01"," 0.000000e+00"," 0.000000e+00"," 7.746475e+02","Slc22a8"
"132","Pllp"," 6.629959e+00"," 6.8337280640"," 4.432743e+01"," 0.000000e+00"," 0.000000e+00"," 7.667960e+02","Pllp"
"133","Pmm1","-6.624890e+00"," 3.6416700389","-2.886046e+01","4.594735e-164","4.324033e-162"," 3.641949e+02","Pmm1"
"134","Tm4sf1"," 6.596127e+00"," 1.8442919196"," 4.077827e+01","1.809937e-296","5.301531e-294"," 6.683806e+02","Tm4sf1"
"135","Nkain4","-6.579567e+00"," 0.9418239127","-3.435691e+01","2.072566e-222","3.195161e-220"," 4.981508e+02","Nkain4"
"136","Fos"," 6.578468e+00"," 5.5129270038"," 2.428058e+01","2.930010e-120","1.891430e-118"," 2.636799e+02","Fos"
"137","Sfxn5","-6.575474e+00"," 1.7597212170","-3.060123e+01","6.222735e-182","6.658326e-180"," 4.052201e+02","Sfxn5"
"138","Klf4"," 6.568479e+00"," 1.8618676026"," 3.683422e+01","2.383870e-250","4.616630e-248"," 5.624490e+02","Klf4"
"139","Grm3","-6.563128e+00"," 3.5136868622","-3.524431e+01","2.577600e-232","4.314350e-230"," 5.208918e+02","Grm3"
"140","Ednrb","-6.553140e+00"," 1.4106785799","-3.271285e+01","2.174213e-204","3.050798e-202"," 4.567780e+02","Ednrb"
"141","Id1"," 6.543252e+00"," 1.7133861185"," 3.983362e+01","2.916381e-285","7.765858e-283"," 6.426219e+02","Id1"
"142","Slc27a1","-6.536158e+00"," 2.0071904313","-2.799261e+01","2.160258e-155","1.924765e-153"," 3.443002e+02","Slc27a1"
"143","Baalc","-6.526376e+00"," 1.0444677186","-3.055818e+01","1.750591e-181","1.864618e-179"," 4.042055e+02","Baalc"
"144","Acsl3","-6.520506e+00"," 4.1014373116","-2.785616e+01","4.820670e-154","4.215028e-152"," 3.411413e+02","Acsl3"
"145","Tmsb4x"," 6.520502e+00"," 8.9134335094"," 5.240334e+01"," 0.000000e+00"," 0.000000e+00"," 9.963661e+02","Tmsb4x"
"146","5730469M10Rik","-6.513055e+00"," 2.8699882308","-2.902812e+01","9.296921e-166","8.892031e-164"," 3.680967e+02","5730469M10Rik"
"147","Ablim1"," 6.511759e+00"," 2.0542963488"," 3.634314e+01","9.664355e-245","1.769256e-242"," 5.494715e+02","Ablim1"
"148","S100b","-6.499444e+00"," 2.4449884182","-2.905383e+01","5.105510e-166","4.903173e-164"," 3.687065e+02","S100b"
"149","Ndrg1"," 6.490311e+00"," 5.8798078554"," 3.859143e+01","1.133212e-270","2.578111e-268"," 6.091191e+02","Ndrg1"
"150","Chst2","-6.487355e+00"," 2.5938229420","-2.708944e+01","1.524583e-146","1.223478e-144"," 3.239862e+02","Chst2"
"151","Isyna1"," 6.479231e+00"," 1.7695928503"," 3.695182e+01","1.070246e-251","2.089922e-249"," 5.655578e+02","Isyna1"
"152","Chchd10","-6.473998e+00"," 1.7348058263","-2.968661e+01","1.814344e-172","1.824700e-170"," 3.835014e+02","Chchd10"
"153","Ctsh"," 6.409482e+00"," 1.5176790268"," 3.847799e+01","2.386603e-269","5.275968e-267"," 6.060857e+02","Ctsh"
"154","Id3"," 6.393027e+00"," 2.8891654913"," 2.786284e+01","4.141054e-154","3.634357e-152"," 3.413059e+02","Id3"
"155","Fn1"," 6.337694e+00"," 1.2552688952"," 4.158925e+01","3.670399e-306","1.162277e-303"," 6.906860e+02","Fn1"
"156","Cxcl14","-6.324293e+00"," 0.8802427844","-3.456414e+01","1.033087e-224","1.669539e-222"," 5.034455e+02","Cxcl14"
"157","Myl12b"," 6.297472e+00"," 5.3420289377"," 3.126384e+01","6.849671e-189","7.945957e-187"," 4.211245e+02","Myl12b"
"158","Degs2"," 6.286027e+00"," 1.2990167372"," 4.110256e+01","2.451010e-300","7.363399e-298"," 6.773061e+02","Degs2"
"159","Btg2"," 6.261684e+00"," 3.0275367755"," 2.871126e+01","1.461330e-162","1.337631e-160"," 3.607843e+02","Btg2"
"160","B2m"," 6.217725e+00"," 4.6460498448"," 2.799182e+01","2.199553e-155","1.952353e-153"," 3.441858e+02","B2m"
"161","Klf6"," 6.198927e+00"," 3.0970264503"," 2.941637e+01","1.054613e-169","1.038351e-167"," 3.771925e+02","Klf6"
"162","Bcam"," 6.195638e+00"," 1.9111729516"," 4.000497e+01","2.747238e-287","7.663813e-285"," 6.473062e+02","Bcam"
"163","Sox17"," 6.195418e+00"," 1.1125927974"," 4.307318e+01","9.881313e-324","3.794424e-321"," 7.318059e+02","Sox17"
"164","Junb"," 6.185072e+00"," 3.5179586516"," 2.840042e+01","1.903955e-159","1.729278e-157"," 3.536462e+02","Junb"
"165","Slc6a11","-6.181751e+00"," 0.6033089708","-3.584008e+01","4.958392e-239","8.606666e-237"," 5.363311e+02","Slc6a11"
"166","Paqr5"," 6.181296e+00"," 1.1312726318"," 4.386740e+01"," 0.000000e+00"," 0.000000e+00"," 7.539774e+02","Paqr5"
"167","Bsg"," 6.174292e+00"," 8.0770320617"," 3.319939e+01","1.124028e-209","1.615911e-207"," 4.684762e+02","Bsg"
"168","Apoe","-6.067965e+00"," 9.3560569623","-2.668178e+01","1.306298e-142","1.020350e-140"," 3.146931e+02","Apoe"
"169","Icam2"," 6.053927e+00"," 1.1272712205"," 4.148440e+01","6.629022e-305","2.071172e-302"," 6.878114e+02","Icam2"
"170","Lims2"," 6.053375e+00"," 3.2912574215"," 3.203942e+01","3.864242e-197","4.921238e-195"," 4.402385e+02","Lims2"
"171","Aldh1l1","-6.030736e+00"," 0.6170064816","-3.210180e+01","8.294586e-198","1.067951e-195"," 4.416911e+02","Aldh1l1"
"172","Fjx1","-6.024032e+00"," 0.7186972385","-3.154667e+01","6.924483e-192","8.321098e-190"," 4.280972e+02","Fjx1"
"173","Kcnk1","-6.021868e+00"," 1.2031973980","-3.096842e+01","8.878098e-186","9.813230e-184"," 4.140747e+02","Kcnk1"
"174","Ahnak"," 6.009628e+00"," 1.7573427137"," 3.714725e+01","6.104684e-254","1.243922e-251"," 5.706918e+02","Ahnak"
"175","Btbd17","-5.997281e+00"," 0.5904293937","-3.371477e+01","2.557312e-215","3.841378e-213"," 4.818968e+02","Btbd17"
"176","Hspa1a"," 5.990264e+00"," 2.5634107044"," 3.021579e+01","6.350179e-178","6.702872e-176"," 3.960964e+02","Hspa1a"
"177","Vim"," 5.984194e+00"," 2.8694262472"," 2.761436e+01","1.155314e-151","9.808868e-150"," 3.357552e+02","Vim"
"178","Asrgl1","-5.977430e+00"," 3.4311760035","-2.826158e+01","4.615489e-158","4.159798e-156"," 3.504407e+02","Asrgl1"
"179","Ltbp4"," 5.972892e+00"," 1.5162578884"," 3.677481e+01","1.141428e-249","2.174560e-247"," 5.609073e+02","Ltbp4"
"180","Zfp36"," 5.964004e+00"," 2.4980462617"," 3.332952e+01","4.267284e-211","6.210887e-209"," 4.722781e+02","Zfp36"
"181","Ucp2"," 5.927633e+00"," 1.5914585428"," 3.232925e+01","2.996722e-200","3.945066e-198"," 4.473681e+02","Ucp2"
"182","St3gal6"," 5.918195e+00"," 1.5554238243"," 3.433513e+01","3.614610e-222","5.536024e-220"," 4.977253e+02","St3gal6"
"183","Plekhb1","-5.917428e+00"," 6.1999779218","-3.343904e+01","2.705911e-212","3.987899e-210"," 4.749236e+02","Plekhb1"
"184","Sox9","-5.909196e+00"," 0.9773712118","-3.139842e+01","2.583743e-190","3.042454e-188"," 4.244536e+02","Sox9"
"185","Podxl"," 5.907569e+00"," 1.0399610618"," 4.300271e+01","3.952525e-323","1.494055e-320"," 7.298569e+02","Podxl"
"186","Cd200"," 5.877929e+00"," 2.5924277022"," 3.085273e+01","1.454587e-184","1.592773e-182"," 4.113522e+02","Cd200"
"187","Mpzl1"," 5.872334e+00"," 3.6069041611"," 2.763605e+01","7.074740e-152","6.028450e-150"," 3.362696e+02","Mpzl1"
"188","Fads2","-5.862325e+00"," 1.0627982642","-2.926503e+01","3.669827e-168","3.568259e-166"," 3.736351e+02","Fads2"
"189","Nostrin"," 5.855004e+00"," 1.0156708397"," 4.341659e+01"," 0.000000e+00"," 0.000000e+00"," 7.413974e+02","Nostrin"
"190","Kank3"," 5.837894e+00"," 1.2296882700"," 3.645863e+01","4.668921e-246","8.683082e-244"," 5.526157e+02","Kank3"
"191","Tspan3","-5.835719e+00"," 7.3525530293","-2.843361e+01","8.872709e-160","8.090046e-158"," 3.542371e+02","Tspan3"
"192","Clic4"," 5.810011e+00"," 5.7957693471"," 3.650863e+01","1.255886e-246","2.354335e-244"," 5.538076e+02","Clic4"
"193","Mal"," 5.796219e+00"," 6.7249041145"," 3.292445e+01","1.104511e-206","1.568607e-204"," 4.621392e+02","Mal"
"194","Slc39a12","-5.787982e+00"," 0.4521998444","-3.379408e+01","3.431491e-216","5.187750e-214"," 4.839070e+02","Slc39a12"
"195","Arpc1b"," 5.742583e+00"," 3.6255645864"," 2.984182e+01","4.616821e-174","4.786990e-172"," 3.872205e+02","Arpc1b"
"196","Phyhipl","-5.734879e+00"," 4.8333915251","-3.269567e+01","3.336365e-204","4.653634e-202"," 4.563747e+02","Phyhipl"
