"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","feature"
"8803","Acot8"," 5.096042e-01"," 0.8594757334"," 2.627709e+00"," 8.634713e-03"," 1.176584e-02"," -4.440294415","Acot8"
"8804","2810407C02Rik"," 5.092452e-01"," 3.9580130056"," 1.948997e+00"," 5.137761e-02"," 6.162315e-02"," -5.558655390","2810407C02Rik"
"8805","Hs3st3a1","-5.089177e-01","-0.3994360911","-4.827119e+00"," 1.446038e-06"," 5.205071e-06","  3.487506914","Hs3st3a1"
"8806","Cntn6"," 5.088899e-01","-0.1970040922"," 4.415123e+00"," 1.040840e-05"," 3.425562e-05","  1.642884802","Cntn6"
"8807","Tbc1d9b"," 5.087579e-01"," 1.3792718093"," 2.370999e+00"," 1.779532e-02"," 2.283793e-02"," -4.988433059","Tbc1d9b"
"8808","Hmgn3"," 5.087157e-01"," 1.6687219232"," 1.868886e+00"," 6.172426e-02"," 7.328290e-02"," -5.731483673","Hmgn3"
"8809","Tbc1d22a"," 5.080294e-01"," 0.3914908923"," 2.993804e+00"," 2.775004e-03"," 4.650977e-03"," -3.526396383","Tbc1d22a"
"8810","Prkrir"," 5.078137e-01"," 1.0344085468"," 2.475020e+00"," 1.337113e-02"," 1.752773e-02"," -4.722174590","Prkrir"
"8811","A330041J22Rik","-5.077906e-01","-0.3738689327","-4.634217e+00"," 3.717036e-06"," 1.278327e-05","  2.578336466","A330041J22Rik"
"8812","2310047B19Rik"," 5.075125e-01"," 0.0488509439"," 3.100259e+00"," 1.949292e-03"," 4.650977e-03"," -3.222423504","2310047B19Rik"
"8813","Smyd4"," 5.074924e-01"," 0.2624511576"," 2.684651e+00"," 7.295684e-03"," 1.009446e-02"," -4.307796683","Smyd4"
"8814","Ccdc73"," 5.074250e-01","-0.2056037378"," 3.884255e+00"," 1.045918e-04"," 3.097699e-04"," -0.517794602","Ccdc73"
"8815","Per2"," 5.072316e-01","-0.0650667923"," 3.466284e+00"," 5.342216e-04"," 1.450570e-03"," -1.954017402","Per2"
"8816","Apod","-5.070014e-01"," 5.2869177774","-3.400236e+00"," 6.810144e-04"," 1.819844e-03"," -2.268534227","Apod"
"8817","Rab5a"," 5.069678e-01"," 3.7150487799"," 1.864675e+00"," 6.231284e-02"," 7.393675e-02"," -5.745283689","Rab5a"
"8818","S100a8","-5.069619e-01","-0.0942568366","-4.430151e+00"," 9.712681e-06"," 3.206047e-05","  1.695771988","S100a8"
"8819","Ehd4"," 5.069153e-01"," 0.8182396643"," 3.195313e+00"," 1.409535e-03"," 3.547758e-03"," -2.942485988","Ehd4"
"8820","Scrn2","-5.067769e-01"," 0.0852019541","-3.111371e+00"," 1.877607e-03"," 4.552298e-03"," -3.189403249","Scrn2"
"8821","Tatdn1"," 5.066738e-01"," 0.0789147209"," 3.132900e+00"," 1.745563e-03"," 4.278190e-03"," -3.078454453","Tatdn1"
"8822","Tmsb15b2"," 5.065689e-01","-0.3076057006"," 4.472268e+00"," 7.991755e-06"," 2.658208e-05","  1.925107905","Tmsb15b2"
"8823","Fhad1","-5.063968e-01","-0.3555882091","-4.587681e+00"," 4.643277e-06"," 1.582401e-05","  2.384989704","Fhad1"
"8824","Rnf207"," 5.061018e-01","-0.3843015010"," 4.648624e+00"," 3.468185e-06"," 1.196764e-05","  2.691621406","Rnf207"
"8825","Cpsf4"," 5.060617e-01"," 0.2656275383"," 3.018652e+00"," 2.557809e-03"," 4.650977e-03"," -3.433790671","Cpsf4"
"8826","Ocel1"," 5.060535e-01"," 0.1691360564"," 3.189012e+00"," 1.440530e-03"," 3.614181e-03"," -2.965319883","Ocel1"
"8827","Wdr13"," 5.060324e-01"," 0.6801592675"," 2.446316e+00"," 1.448260e-02"," 1.886965e-02"," -4.805083012","Wdr13"
