"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","feature"
"1","Cpe","-7.6027794610"," 5.9725815069","-1.086640e+01","4.602600e-27","3.268264e-24"," 4.970673e+01","Cpe"
"2","Gria4"," 7.2576996266"," 1.0484502790"," 1.068675e+01","3.040854e-26","2.095774e-23"," 4.773097e+01","Gria4"
"3","Slc38a1"," 6.9953036396"," 0.3858501092"," 1.110319e+01","3.656855e-28","2.954865e-25"," 5.191968e+01","Slc38a1"
"4","Ncan","-6.9474157380"," 1.6422176920","-2.159573e+01","4.716116e-97","1.105127e-92"," 2.093402e+02","Ncan"
"5","Trf"," 6.8512247470"," 6.6151637059"," 9.603802e+00","1.440639e-21","6.619314e-19"," 3.739264e+01","Trf"
"6","Sept4"," 6.7453941328"," 6.5273645599"," 9.322777e+00","1.978193e-20","8.132455e-18"," 3.491372e+01","Sept4"
"7","Gria1"," 6.4121632564"," 0.1189115810"," 9.627137e+00","1.155256e-21","5.414224e-19"," 3.773754e+01","Gria1"
"8","Cadm1","-6.3800992191"," 3.9205553760","-1.664983e+01","6.614235e-60","3.874784e-56"," 1.248910e+02","Cadm1"
"9","Pltp"," 6.1091223283"," 2.8105704908"," 9.832802e+00","1.615602e-22","8.475062e-20"," 3.956000e+01","Pltp"
"10","Slco1c1","-5.8430760623"," 2.4670700221","-1.957559e+01","5.917988e-81","4.622541e-77"," 1.728377e+02","Slco1c1"
"11","Gdf10"," 5.8200397995","-0.1656164169"," 1.047252e+01","2.782462e-25","1.811151e-22"," 4.566874e+01","Gdf10"
"12","6430704M03Rik"," 5.7450160471"," 0.4272313543"," 9.508557e+00","3.529077e-21","1.588020e-18"," 3.671899e+01","6430704M03Rik"
"13","Nrxn1","-5.6578614167"," 2.2074664497","-1.264753e+01","7.282002e-36","9.479953e-33"," 7.016263e+01","Nrxn1"
"14","Grin2c","-5.4838226191"," 0.3182011365","-1.966190e+01","1.287341e-81","1.508313e-77"," 1.744384e+02","Grin2c"
"15","A2m"," 5.4340994659","-0.3281186456"," 1.120491e+01","1.213265e-28","1.093478e-25"," 5.318361e+01","A2m"
"16","Sparc"," 5.4083379880"," 5.6395553898"," 6.891760e+00","6.536312e-12","1.078630e-09"," 1.631135e+01","Sparc"
"17","Vim"," 5.3747853876"," 2.8694262472"," 7.479974e+00","9.403491e-14","2.059365e-11"," 2.043756e+01","Vim"
"18","Gpd1"," 5.1736490420"," 1.8861778288"," 7.351016e+00","2.450130e-13","4.949474e-11"," 1.957756e+01","Gpd1"
"19","Fam171b","-5.0866753978"," 3.7765268853","-1.628506e+01","1.761529e-57","8.255584e-54"," 1.195286e+02","Fam171b"
"20","Gpc5","-5.0226442810"," 0.7977241408","-1.504563e+01","1.390789e-49","3.621150e-46"," 1.014621e+02","Gpc5"
"21","Ctxn3"," 5.0067399344","-0.1313783824"," 9.832040e+00","1.627524e-22","8.475062e-20"," 3.974544e+01","Ctxn3"
"22","Npy"," 4.8121126921","-0.2325465681"," 9.016220e+00","3.173399e-19","1.161910e-16"," 3.251612e+01","Npy"
"23","Col9a3"," 4.8033708273"," 1.0082600977"," 6.776260e+00","1.446961e-11","2.275613e-09"," 1.572494e+01","Col9a3"
"24","Cacng5"," 4.7714674103","-0.1056009764"," 8.527032e+00","2.223443e-17","6.946926e-15"," 2.846322e+01","Cacng5"
"25","Kcnk1","-4.7053845610"," 1.2031973980","-1.190529e+01","4.750716e-32","5.301121e-29"," 6.171434e+01","Kcnk1"
"26","Ngef","-4.6524521781"," 0.5598720997","-1.512957e+01","4.221190e-50","1.236439e-46"," 1.028290e+02","Ngef"
"27","Nbl1"," 4.6427204161"," 0.5991679251"," 7.263840e+00","4.639905e-13","9.062567e-11"," 1.899164e+01","Nbl1"
"28","2900052N01Rik","-4.6413630544"," 0.3180752685","-1.546589e+01","3.354415e-52","1.310067e-48"," 1.075991e+02","2900052N01Rik"
"29","Bcan","-4.6265542653"," 2.0910815104","-7.081936e+00","1.718710e-12","3.074392e-10"," 1.774023e+01","Bcan"
"30","Car2","-4.5099966321"," 7.1361101828","-7.818435e+00","7.073000e-15","1.740919e-12"," 2.304019e+01","Car2"
"31","Gnb4"," 4.5062549124"," 1.7646083119"," 6.095076e+00","1.215915e-09","1.410522e-07"," 1.156343e+01","Gnb4"
"32","Cspg5","-4.4942991079"," 2.3641316512","-6.700055e+00","2.427622e-11","3.718070e-09"," 1.524338e+01","Cspg5"
"33","Cdc42ep1"," 4.4600506717"," 4.8962952444"," 7.430686e+00","1.358461e-13","2.920443e-11"," 2.014011e+01","Cdc42ep1"
"34","Ust"," 4.3667420362"," 0.6215366694"," 6.950001e+00","4.357489e-12","7.399206e-10"," 1.689368e+01","Ust"
"35","Slc6a11","-4.3651880076"," 0.6033089708","-1.141975e+01","1.145019e-29","1.166575e-26"," 5.625616e+01","Slc6a11"
"36","1190002H23Rik","-4.3576129733"," 2.8868155780","-1.117758e+01","1.633276e-28","1.417502e-25"," 5.381870e+01","1190002H23Rik"
"37","Oaf","-4.3464588556"," 0.3370235815","-1.400485e+01","2.263941e-43","4.420911e-40"," 8.750923e+01","Oaf"
"38","Lhx2","-4.3254885237"," 0.3077987037","-1.539384e+01","9.523645e-52","3.188108e-48"," 1.065745e+02","Lhx2"
"39","Chst1","-4.3139367486"," 0.4919752406","-1.327498e+01","2.995285e-39","4.679235e-36"," 7.814808e+01","Chst1"
"40","Fabp5","-4.3043783386"," 4.7534969501","-8.677016e+00","6.185770e-18","2.041566e-15"," 2.976817e+01","Fabp5"
"41","Rgs7bp"," 4.2454673461"," 1.1657662882"," 7.045913e+00","2.219338e-12","3.939830e-10"," 1.750318e+01","Rgs7bp"
"42","Ucp2"," 4.2159960464"," 1.5914585428"," 6.607543e+00","4.516523e-11","6.454686e-09"," 1.467157e+01","Ucp2"
"43","Cntn1"," 4.1868377877"," 1.9397680619"," 5.976643e+00","2.512438e-09","2.738323e-07"," 1.086668e+01","Cntn1"
"44","Scara3","-4.1835817291"," 0.2801640161","-1.306054e+01","4.467658e-38","6.158272e-35"," 7.544116e+01","Scara3"
"45","Cyp4f15","-4.1549559858"," 0.1697816289","-1.483202e+01","2.817168e-48","6.601470e-45"," 9.862169e+01","Cyp4f15"
"46","Grm3","-4.1434023484"," 3.5136868622","-8.257102e+00","2.109733e-16","6.338124e-14"," 2.645380e+01","Grm3"
"47","Mpp6"," 4.1161817911"," 0.5941539576"," 5.842091e+00","5.638968e-09","5.770216e-07"," 1.010425e+01","Mpp6"
"48","Gstm5","-4.0543555355"," 5.4386001016","-6.853850e+00","8.495954e-12","1.382540e-09"," 1.621819e+01","Gstm5"
"49","Car10"," 4.0464472152","-0.0901946665"," 7.817367e+00","7.132175e-15","1.740919e-12"," 2.300312e+01","Car10"
"50","Mfge8","-4.0449076192"," 4.0891112231","-5.157446e+00","2.646073e-07","2.008482e-05"," 6.515413e+00","Mfge8"
"51","Slco4a1"," 4.0427765422","-0.3435897229"," 8.770763e+00","2.751149e-18","9.343142e-16"," 3.050288e+01","Slco4a1"
"52","Nnat","-4.0141865655"," 1.4299123009","-1.139940e+01","1.434376e-29","1.400489e-26"," 5.621227e+01","Nnat"
"53","Paqr7","-3.9743404716"," 1.9628373649","-7.928703e+00","2.975017e-15","8.013056e-13"," 2.398901e+01","Paqr7"
"54","Marcks"," 3.9645637752"," 1.8458353064"," 5.633822e+00","1.905510e-08","1.800477e-06"," 8.968510e+00","Marcks"
"55","Fjx1","-3.9341239194"," 0.7186972385","-7.820348e+00","6.968182e-15","1.737079e-12"," 2.312141e+01","Fjx1"
"56","Lrig1"," 3.9040175888"," 0.7626184789"," 5.783528e+00","7.974316e-09","7.917888e-07"," 9.780790e+00","Lrig1"
"57","Tmsb4x"," 3.8888437872"," 8.9134335094"," 1.090617e+01","3.018699e-27","2.210537e-24"," 4.980012e+01","Tmsb4x"
"58","Abi3bp"," 3.8677116686","-0.2648045169"," 7.846181e+00","5.694141e-15","1.450335e-12"," 2.322513e+01","Abi3bp"
"59","Gucy1a3"," 3.8497346006"," 0.8021017623"," 5.933160e+00","3.268678e-09","3.513529e-07"," 1.063052e+01","Gucy1a3"
"60","Slc7a11","-3.8483105629"," 0.3132724925","-1.218693e+01","1.794297e-33","2.102289e-30"," 6.502588e+01","Slc7a11"
"61","Atp1a1"," 3.8222186424"," 5.1572991182"," 6.422112e+00","1.529998e-10","2.001755e-08"," 1.351198e+01","Atp1a1"
"62","Ezr","-3.8185025578"," 0.8793932097","-7.362724e+00","2.247546e-13","4.619891e-11"," 1.979804e+01","Ezr"
"63","Epb4.1l1"," 3.7801858173"," 1.7784775423"," 6.023310e+00","1.890530e-09","2.119655e-07"," 1.115110e+01","Epb4.1l1"
"64","Agxt2l1"," 3.7677383704"," 0.1437581991"," 6.514150e+00","8.383809e-11","1.162472e-08"," 1.405283e+01","Agxt2l1"
"65","Fzd1"," 3.7589856630","-0.0332180714"," 6.479440e+00","1.052866e-10","1.426116e-08"," 1.387350e+01","Fzd1"
"66","Igfbp2","-3.7527522226"," 0.3563846691","-1.104002e+01","7.221908e-28","5.641032e-25"," 5.237906e+01","Igfbp2"
"67","Man1c1"," 3.7101254331"," 0.1073260689"," 5.967355e+00","2.658082e-09","2.883650e-07"," 1.083168e+01","Man1c1"
"68","Fzd2","-3.7031413288"," 0.1551450197","-1.417719e+01","2.255603e-44","4.805050e-41"," 8.982931e+01","Fzd2"
"69","Hsd11b1"," 3.6625186983"," 0.3796750345"," 5.669739e+00","1.549116e-08","1.475628e-06"," 9.149832e+00","Hsd11b1"
"70","Gjc3"," 3.6621669528"," 3.7917953303"," 7.407342e+00","1.615715e-13","3.441914e-11"," 2.003169e+01","Gjc3"
"71","Idh2","-3.6355499074"," 2.2206121975","-6.984712e+00","3.416858e-12","5.930907e-10"," 1.717434e+01","Idh2"
"72","Timp4"," 3.6301632856"," 1.3294413603"," 4.688632e+00","2.858138e-06","1.645571e-04"," 4.318991e+00","Timp4"
"73","Camk1"," 3.6258666431"," 2.6989502623"," 4.928915e+00","8.662784e-07","5.734322e-05"," 5.407808e+00","Camk1"
"74","Aldh1a1"," 3.6180183464"," 0.4736501019"," 4.868571e+00","1.175119e-06","7.523650e-05"," 5.132327e+00","Aldh1a1"
"75","Dao"," 3.5867882783","-0.3686561886"," 8.236194e+00","2.504352e-16","7.335561e-14"," 2.621722e+01","Dao"
"76","Chst2","-3.5856022940"," 2.5938229420","-5.164459e+00","2.549508e-07","1.952373e-05"," 6.547317e+00","Chst2"
"77","Cdh22"," 3.5838587266","-0.2439491184"," 7.323222e+00","3.005677e-13","6.019832e-11"," 1.945140e+01","Cdh22"
"78","Ppm1h"," 3.5472853761"," 1.6674873794"," 5.436195e+00","5.825478e-08","5.131896e-06"," 7.927727e+00","Ppm1h"
"79","Dclk1","-3.5427751774"," 1.9707169601","-5.709876e+00","1.227347e-08","1.188448e-06"," 9.391234e+00","Dclk1"
"80","Syt10"," 3.5407357394","-0.2941356780"," 7.198175e+00","7.470587e-13","1.400466e-10"," 1.858633e+01","Syt10"
"81","Mfsd2a","-3.5384274074"," 2.3719752452","-9.506677e+00","3.591733e-21","1.588020e-18"," 3.726134e+01","Mfsd2a"
"82","Ccnd2","-3.5324409617"," 1.6251435791","-9.678278e+00","7.108857e-22","3.470455e-19"," 3.884673e+01","Ccnd2"
"83","Chl1"," 3.5229410933"," 0.3612187256"," 6.440224e+00","1.360049e-10","1.800566e-08"," 1.363766e+01","Chl1"
"84","Olig1","-3.5175710234"," 5.4937751502","-1.352857e+01","1.165721e-40","2.101257e-37"," 8.140734e+01","Olig1"
"85","Vcam1","-3.5154113915"," 0.6999608382","-8.217576e+00","2.916458e-16","8.437206e-14"," 2.624157e+01","Vcam1"
"86","Adhfe1","-3.5009663878"," 0.3882198959","-8.331334e+00","1.143972e-16","3.481388e-14"," 2.714937e+01","Adhfe1"
"87","Dner","-3.4933942295"," 1.5889978954","-9.955204e+00","4.919726e-23","2.744856e-20"," 4.146595e+01","Dner"
"88","Lcat"," 3.4823236959"," 0.8076944144"," 4.419767e+00","1.018845e-05","4.803743e-04"," 3.155274e+00","Lcat"
"89","Ppp1r3g","-3.4820789244"," 0.0075455855","-1.347318e+01","2.379784e-40","3.983248e-37"," 8.070466e+01","Ppp1r3g"
"90","Hes5","-3.4819525624"," 0.4030691010","-1.252341e+01","3.270308e-35","4.033322e-32"," 6.904582e+01","Hes5"
"91","Ppp1r3c","-3.4713280923"," 0.4515371973","-8.490916e+00","3.016278e-17","9.300058e-15"," 2.844223e+01","Ppp1r3c"
"92","Mgll","-3.4570878292"," 3.1790698565","-4.509473e+00","6.717682e-06","3.407261e-04"," 3.508753e+00","Mgll"
"93","Cst3","-3.4498686724"," 8.6321232219","-7.874668e+00","4.554219e-15","1.185767e-12"," 2.316056e+01","Cst3"
"94","Entpd2","-3.4482022419"," 0.2814462285","-9.503219e+00","3.709894e-21","1.609888e-18"," 3.721425e+01","Entpd2"
"95","Sc4mol","-3.4238296820"," 3.7880403080","-5.030063e+00","5.156297e-07","3.657813e-05"," 5.889027e+00","Sc4mol"
"96","Slc15a2","-3.4098434619"," 0.2842849960","-1.012109e+01","9.609213e-24","5.629317e-21"," 4.305499e+01","Slc15a2"
"97","Hapln1","-3.4098200947"," 0.0393280740","-1.309890e+01","2.762939e-38","4.046497e-35"," 7.601886e+01","Hapln1"
"98","Elmo2"," 3.3981197746"," 1.8279467241"," 4.634942e+00","3.704108e-06","2.051971e-04"," 4.071779e+00","Elmo2"
"99","Cdc42ep4"," 3.3966972151"," 1.3189694151"," 4.876672e+00","1.128212e-06","7.243119e-05"," 5.170134e+00","Cdc42ep4"
"100","Itih3"," 3.3809789184"," 1.1702695266"," 4.646565e+00","3.502751e-06","1.963636e-04"," 4.124813e+00","Itih3"
"101","Them4"," 3.3638184223"," 0.6761974190"," 4.657510e+00","3.322752e-06","1.871684e-04"," 4.164064e+00","Them4"
"102","Ldha"," 3.3458479900"," 4.9220816821"," 4.209865e+00","2.621192e-05","1.042942e-03"," 2.295067e+00","Ldha"
"103","Cnp"," 3.2807441122"," 7.4670989591"," 4.798655e+00","1.665867e-06","1.019224e-04"," 4.814665e+00","Cnp"
"104","Hopx"," 3.2798410657"," 0.2858046754"," 5.134469e+00","2.987826e-07","2.251245e-05"," 6.403272e+00","Hopx"
"105","Tspan15"," 3.2743430505"," 4.0558237622"," 4.626177e+00","3.863271e-06","2.105810e-04"," 4.034942e+00","Tspan15"
"106","Myo10","-3.2623579200"," 1.6476894724","-8.747996e+00","3.351912e-18","1.122076e-15"," 3.058777e+01","Myo10"
"107","Hk2"," 3.2576398265","-0.2270711724"," 6.697549e+00","2.469053e-11","3.756969e-09"," 1.526488e+01","Hk2"
"108","Atp1b1","-3.2563684308"," 1.9024488250","-7.876277e+00","4.497021e-15","1.184030e-12"," 2.358758e+01","Atp1b1"
"109","Dab1","-3.2172126579"," 0.7519514394","-9.802339e+00","2.167372e-22","1.104088e-19"," 4.000711e+01","Dab1"
"110","Trim9","-3.2032460090"," 0.8656073226","-8.176670e+00","4.071276e-16","1.149424e-13"," 2.591720e+01","Trim9"
"111","Gabbr1","-3.1748841591"," 2.3467313359","-6.923950e+00","5.226074e-12","8.685291e-10"," 1.677888e+01","Gabbr1"
"112","Astn1","-3.1572561655"," 0.6332853911","-1.059965e+01","7.517414e-26","5.033016e-23"," 4.783059e+01","Astn1"
"113","Cdkn1a"," 3.1459015819"," 2.9701973267"," 4.976321e+00","6.801067e-07","4.632831e-05"," 5.627063e+00","Cdkn1a"
"114","Chpt1"," 3.1308523210"," 2.4876547687"," 4.074475e+00","4.716850e-05","1.643989e-03"," 1.746152e+00","Chpt1"
"115","Metrn"," 3.1171880469"," 2.3704575461"," 4.550882e+00","5.528510e-06","2.891732e-04"," 3.710818e+00","Metrn"
"116","Rbp1","-3.1088634688"," 0.4943894302","-9.032615e+00","2.741648e-19","1.019762e-16"," 3.302089e+01","Rbp1"
"117","Tmem176a","-3.0808796853"," 1.0940818533","-7.590632e+00","4.083407e-14","9.200623e-12"," 2.144083e+01","Tmem176a"
"118","Msx2"," 3.0771923040","-0.3473876632"," 6.944813e+00","4.518334e-12","7.617132e-10"," 1.689091e+01","Msx2"
"119","Chrdl1","-3.0655036053","-0.0226259980","-1.163209e+01","1.066964e-30","1.136462e-27"," 5.881264e+01","Chrdl1"
"120","Paqr6"," 3.0653777131"," 0.3874495924"," 4.664637e+00","3.210343e-06","1.812722e-04"," 4.196624e+00","Paqr6"
"121","Fam13c","-3.0448946076"," 2.5024579334","-8.826259e+00","1.696477e-18","5.846111e-16"," 3.121371e+01","Fam13c"
"122","Id2","-3.0371230129"," 2.6531384733","-4.227154e+00","2.428718e-05","9.829386e-04"," 2.331908e+00","Id2"
"123","Sdc3"," 3.0262934329"," 1.1663638464"," 4.858873e+00","1.233739e-06","7.792509e-05"," 5.077419e+00","Sdc3"
"124","Lrp4","-2.9944290670"," 2.0301880310","-7.358315e+00","2.321842e-13","4.731106e-11"," 1.977076e+01","Lrp4"
"125","Ttll3"," 2.9875185003","-0.1954183190"," 5.675250e+00","1.500516e-08","1.435167e-06"," 9.202056e+00","Ttll3"
"126","Clic4"," 2.9782690478"," 5.7957693471"," 5.873145e+00","4.686256e-09","4.880579e-07"," 1.029472e+01","Clic4"
"127","Nr2e1","-2.9732508661"," 0.0794579745","-1.138254e+01","1.728321e-29","1.619990e-26"," 5.607123e+01","Nr2e1"
"128","Thyn1"," 2.9552550845"," 0.9020311047"," 4.406313e+00","1.083812e-05","5.014211e-04"," 3.053905e+00","Thyn1"
"129","Epb4.1l2","-2.9516960569"," 2.5373212858","-7.864945e+00","4.915432e-15","1.265751e-12"," 2.347017e+01","Epb4.1l2"
"130","Lxn"," 2.9318354446"," 1.1488520783"," 3.862067e+00","1.145192e-04","3.185552e-03"," 9.516179e-01","Lxn"
"131","Il33","-2.9282110362"," 4.0391448920","-8.669458e+00","6.600980e-18","2.148344e-15"," 2.991230e+01","Il33"
"132","Lix1","-2.9234120112"," 0.5086018932","-6.116441e+00","1.065206e-09","1.248048e-07"," 1.169600e+01","Lix1"
"133","Dkk3","-2.9181653038"," 0.4688156943","-6.681391e+00","2.753329e-11","4.162500e-09"," 1.517603e+01","Dkk3"
"134","Slc48a1","-2.8830426798"," 6.3736951297","-5.589940e+00","2.449960e-08","2.269166e-06"," 8.727224e+00","Slc48a1"
"135","Il18","-2.8693329424"," 1.9777582256","-5.507704e+00","3.904595e-08","3.492228e-06"," 8.262369e+00","Il18"
"136","Sall3","-2.8561495881"," 0.1780726840","-1.095588e+01","1.777916e-27","1.343932e-24"," 5.151180e+01","Sall3"
"137","Maf"," 2.8435687747","-0.1889019837"," 6.401506e+00","1.748654e-10","2.263878e-08"," 1.342167e+01","Maf"
"138","Cotl1"," 2.8414198716"," 0.7222590178"," 4.421970e+00","1.008570e-05","4.764886e-04"," 3.140639e+00","Cotl1"
"139","Ankrd29","-2.8318230724"," 0.2403743039","-9.649428e+00","9.351649e-22","4.472188e-19"," 3.856310e+01","Ankrd29"
"140","Dio2","-2.7985156178"," 0.3774341575","-6.421344e+00","1.537643e-10","2.001755e-08"," 1.353706e+01","Dio2"
"141","Gas7"," 2.7978575529"," 4.1500829728"," 4.949899e+00","7.785004e-07","5.227106e-05"," 5.501726e+00","Gas7"
"142","Nrarp","-2.7978118860"," 0.6019683440","-9.176547e+00","7.513693e-20","2.984210e-17"," 3.426347e+01","Nrarp"
"143","Mmd2","-2.7952295741"," 2.3367149401","-3.723620e+00","1.995609e-04","4.676311e-03"," 4.391600e-01","Mmd2"
"144","Gpc6"," 2.7780222844"," 0.0513144998"," 5.050747e+00","4.631740e-07","3.309011e-05"," 5.989180e+00","Gpc6"
"145","Cct2"," 2.7718824606"," 3.4383850440"," 3.933745e+00","8.529759e-05","2.585742e-03"," 1.179919e+00","Cct2"
"146","Bok"," 2.7598279542"," 0.8793265095"," 4.726033e+00","2.382012e-06","1.416693e-04"," 4.441669e+00","Bok"
"147","Ptplb","-2.7512071050"," 2.0376650485","-4.579455e+00","4.828521e-06","2.559881e-04"," 3.756569e+00","Ptplb"
"148","Tmem100","-2.7417218123"," 1.0669631512","-7.629323e+00","3.042175e-14","7.058147e-12"," 2.170969e+01","Tmem100"
"149","Rlbp1","-2.7396066479"," 0.4532335611","-1.004369e+01","2.065089e-23","1.180274e-20"," 4.230800e+01","Rlbp1"
"150","Smad3"," 2.7374554752"," 0.4276257320"," 4.417664e+00","1.028749e-05","4.811712e-04"," 3.093594e+00","Smad3"
"151","Dhrs3","-2.7289876682"," 1.2377968162","-4.889317e+00","1.058580e-06","6.852404e-05"," 5.155669e+00","Dhrs3"
"152","Slc20a2"," 2.7220160909"," 2.4789703088"," 4.096531e+00","4.291369e-05","1.514453e-03"," 1.808369e+00","Slc20a2"
"153","Haghl"," 2.7146006441"," 1.6940128927"," 3.928995e+00","8.699223e-05","2.630308e-03"," 1.155906e+00","Haghl"
"154","Pmm1","-2.7101922412"," 3.6416700389","-3.906820e+00","9.533273e-05","2.806447e-03"," 1.081653e+00","Pmm1"
"155","Phyhd1"," 2.7100112387","-0.0318183807"," 4.886222e+00","1.075229e-06","6.941006e-05"," 5.192275e+00","Phyhd1"
"156","C030018K13Rik","-2.7071513704","-0.1343407844","-1.110669e+01","3.521258e-28","2.946915e-25"," 5.310474e+01","C030018K13Rik"
"157","Mob3b"," 2.7060512433"," 1.4390386486"," 4.398730e+00","1.122150e-05","5.145861e-04"," 3.004523e+00","Mob3b"
"158","Sema4a","-2.7048707356"," 0.0841113199","-8.582045e+00","1.394030e-17","4.474838e-15"," 2.917437e+01","Sema4a"
"159","Foxg1","-2.7031844903"," 0.3776332074","-9.796946e+00","2.282883e-22","1.138187e-19"," 3.994765e+01","Foxg1"
"160","Crip2","-2.7015779308"," 4.3598734570","-4.730916e+00","2.325780e-06","1.386769e-04"," 4.443996e+00","Crip2"
"161","Gnao1","-2.6937221091"," 4.3851013459","-5.391343e+00","7.468695e-08","6.318192e-06"," 7.695876e+00","Gnao1"
"162","Plcb1"," 2.6855721254"," 1.3370102814"," 3.858201e+00","1.163375e-04","3.203979e-03"," 8.964084e-01","Plcb1"
"163","Prelp","-2.6763580700"," 0.5709893012","-7.466893e+00","1.037015e-13","2.250034e-11"," 2.053310e+01","Prelp"
"164","Pbxip1","-2.6598094248"," 1.9383576221","-3.838154e+00","1.262103e-04","3.381887e-03"," 8.134575e-01","Pbxip1"
"165","Slc22a4"," 2.6589318712","-0.1831191423"," 5.083918e+00","3.896345e-07","2.853220e-05"," 6.145975e+00","Slc22a4"
"166","Cpne2"," 2.6562924621"," 0.7567519884"," 3.948843e+00","8.011645e-05","2.473477e-03"," 1.235241e+00","Cpne2"
"167","Fscn1"," 2.6548680723"," 3.5390935062"," 5.645305e+00","1.783680e-08","1.692185e-06"," 9.038477e+00","Fscn1"
"168","Odz3","-2.6469930106"," 0.0967185506","-1.013105e+01","8.704804e-24","5.230248e-21"," 4.315439e+01","Odz3"
"169","Celsr1","-2.6463117170","-0.0568056490","-1.033890e+01","1.083903e-24","6.864620e-22"," 4.520442e+01","Celsr1"
"170","Pfkp","-2.6259170304"," 1.3392875385","-5.493635e+00","4.225984e-08","3.765303e-06"," 8.124778e+00","Pfkp"
"171","Slc6a9"," 2.6252915631"," 2.7288586485"," 4.707233e+00","2.610928e-06","1.525732e-04"," 4.375670e+00","Slc6a9"
"172","Kitl"," 2.6223067952"," 1.2256560748"," 5.861825e+00","5.013832e-09","5.175733e-07"," 1.022429e+01","Kitl"
"173","Tnc"," 2.6161884682","-0.3254679594"," 6.183266e+00","7.022075e-10","8.352704e-08"," 1.209787e+01","Tnc"
"174","Specc1","-2.6134165540"," 2.0995770384","-7.919700e+00","3.194341e-15","8.506021e-13"," 2.385537e+01","Specc1"
"175","Cyr61","-2.6010740671"," 2.0634884162","-5.769493e+00","8.660718e-09","8.527168e-07"," 9.610476e+00","Cyr61"
"176","Fdft1","-2.5875809331"," 3.1690586874","-4.080728e+00","4.592319e-05","1.606146e-03"," 1.675636e+00","Fdft1"
"177","Cdr1"," 2.5686233143"," 1.2334801710"," 3.359601e+00","7.891279e-04","4.886239e-03","-8.685043e-01","Cdr1"
"178","Cyp46a1","-2.5645294511"," 0.3906901719","-8.199581e+00","3.378102e-16","9.653545e-14"," 2.601396e+01","Cyp46a1"
"179","5930403L14Rik","-2.5608864663","-0.1094179547","-1.026360e+01","2.315910e-24","1.428124e-21"," 4.445580e+01","5930403L14Rik"
"180","Kctd12"," 2.5559505151"," 0.4648463404"," 5.029670e+00","5.166799e-07","3.657813e-05"," 5.863649e+00","Kctd12"
"181","S100a10"," 2.5482176076"," 0.7441356106"," 3.871754e+00","1.100801e-04","3.107841e-03"," 9.323716e-01","S100a10"
"182","Phactr1","-2.5461654016"," 3.6058834996","-7.234561e+00","5.740581e-13","1.102615e-10"," 1.880931e+01","Phactr1"
"183","Rapgef3","-2.5439283377"," 1.5420281781","-6.669732e+00","2.978128e-11","4.444999e-09"," 1.498555e+01","Rapgef3"
"184","Nrxn3"," 2.5412894753"," 0.4997950385"," 5.593812e+00","2.396398e-08","2.228365e-06"," 8.737895e+00","Nrxn3"
"185","Cd70"," 2.5348817131","-0.3400632105"," 6.346266e+00","2.496726e-10","3.214603e-08"," 1.308168e+01","Cd70"
"186","Mybpc1"," 2.5318111330","-0.3718712741"," 5.856615e+00","5.171985e-09","5.315576e-07"," 1.020394e+01","Mybpc1"
"187","Fam63b"," 2.5251097216"," 3.3899930518"," 3.418236e+00","6.376712e-04","4.886239e-03","-6.182849e-01","Fam63b"
"188","S100b"," 2.5058492993"," 2.4449884182"," 3.159784e+00","1.592684e-03","4.886239e-03","-1.388688e+00","S100b"
"189","Cthrc1"," 2.4858888911"," 0.1619040335"," 4.322625e+00","1.585901e-05","6.856535e-04"," 2.681871e+00","Cthrc1"
"190","Cxcl14","-2.4803517537"," 0.8802427844","-4.436721e+00","9.422684e-06","4.524626e-04"," 3.191498e+00","Cxcl14"
"191","Hmgcs1","-2.4536060536"," 3.9227017381","-3.857655e+00","1.165962e-04","3.206807e-03"," 8.658363e-01","Hmgcs1"
"192","Ephx2","-2.4477364263"," 0.2422174497","-5.371213e+00","8.344652e-08","6.983580e-06"," 7.532679e+00","Ephx2"
"193","Rmnd5b"," 2.4361126543"," 1.4613074006"," 3.312484e+00","9.343548e-04","4.886239e-03","-1.025840e+00","Rmnd5b"
"194","Cadm2","-2.4277646788"," 2.1001083422","-4.531210e+00","6.065834e-06","3.123971e-04"," 3.547063e+00","Cadm2"
"195","Crot","-2.4240733430"," 1.2810583922","-4.400093e+00","1.115168e-05","5.123871e-04"," 2.950269e+00","Crot"
"196","Fam69c","-2.4214841474","-0.0500997361","-9.490803e+00","4.166720e-21","1.775250e-18"," 3.709096e+01","Fam69c"
"197","Cap2"," 2.4150802824"," 0.6624438397"," 4.214337e+00","2.570066e-05","1.031239e-03"," 2.260089e+00","Cap2"
"198","Gas6","-2.4128182268"," 1.7965398840","-5.584131e+00","2.532488e-08","2.336369e-06"," 8.567767e+00","Gas6"
"199","Scd1","-2.4119025287"," 1.6522664981","-5.866120e+00","4.886996e-09","5.067123e-07"," 1.015079e+01","Scd1"
"200","Kirrel2","-2.4049140854","-0.1270509499","-9.302714e+00","2.378436e-20","9.609291e-18"," 3.538312e+01","Kirrel2"
"201","Ephb1","-2.4026634986"," 2.1916226520","-8.117245e+00","6.591614e-16","1.817192e-13"," 2.535474e+01","Ephb1"
"202","Gm973","-2.4012027103","-0.1764700156","-9.839177e+00","1.519098e-22","8.278378e-20"," 4.034125e+01","Gm973"
"203","Kcnk2","-2.3992005155"," 0.3136285016","-9.116135e+00","1.296617e-19","4.980921e-17"," 3.372003e+01","Kcnk2"
