"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","feature"
"21909","1110038B12Rik","-1.152497e-01"," 0.4075562268","-6.082963e-01"," 5.430315e-01"," 5.822667e-01"," -7.680698213","1110038B12Rik"
"21910","Myo1c","-1.152430e-01"," 0.5388945478","-7.858945e-01"," 4.319839e-01"," 4.726248e-01"," -7.669381398","Myo1c"
"21911","Zdhhc23","-1.151521e-01","-0.3594624012","-9.777918e-01"," 3.282466e-01"," 3.678534e-01"," -7.505079855","Zdhhc23"
"21912","Taf7"," 1.151297e-01"," 1.0639200504"," 5.393881e-01"," 5.896543e-01"," 6.262688e-01"," -7.627762795","Taf7"
"21913","Nol12"," 1.151241e-01"," 0.5269112472"," 5.374210e-01"," 5.910119e-01"," 6.275117e-01"," -7.652717907","Nol12"
"21914","Zadh2"," 1.151148e-01"," 0.8103868168"," 4.702289e-01"," 6.382216e-01"," 6.727899e-01"," -7.536247394","Zadh2"
"21915","Dpp8","-1.150414e-01"," 1.1999030710","-5.372503e-01"," 5.911297e-01"," 6.275693e-01"," -7.582083846","Dpp8"
"21916","Pdcd11"," 1.149642e-01"," 0.5213328527"," 5.799688e-01"," 5.619739e-01"," 6.000791e-01"," -7.585829022","Pdcd11"
"21917","Poc5","-1.149387e-01"," 0.5010639735","-6.052255e-01"," 5.450694e-01"," 5.843449e-01"," -7.662607162","Poc5"
"21918","Clasp1","-1.148041e-01"," 0.7514713572","-4.361145e-01"," 6.627813e-01"," 6.962680e-01"," -7.483904768","Clasp1"
"21919","Cep68"," 1.148015e-01"," 0.4116655468"," 5.424938e-01"," 5.875138e-01"," 6.242501e-01"," -7.643967039","Cep68"
"21920","Rpgrip1","-1.146714e-01","-0.3529231580","-9.681722e-01"," 3.330270e-01"," 3.727110e-01"," -7.533878316","Rpgrip1"
"21921","Idh1"," 1.146193e-01"," 2.6831369177"," 3.153430e-01"," 7.525205e-01"," 7.801671e-01"," -7.232381253","Idh1"
"21922","Pccb","-1.146029e-01"," 0.8091594034","-4.522275e-01"," 6.511339e-01"," 6.852917e-01"," -7.492980674","Pccb"
